Timestamp [µs],Statusword,Position actual value [Inc],Position demand internal value [Inc],Velocity actual value [RPM],Velocity demand value [RPM],Torque actual value [‰],Torque demand [‰],Position following error [Inc],Velocity following error,Torque following error [‰]
4386006,55,2593574,181516,-1120,-1129,-165,-171,-2412058,-9,-6
4387256,55,2593187,181516,-1124,-1133,-171,-171,-2411671,-9,0
4388256,55,2592877,181516,-1127,-1135,-167,-171,-2411361,-8,-4
4389256,55,2592565,181516,-1131,-1139,-170,-170,-2411049,-8,0
4390006,55,2592331,181516,-1133,-1141,-164,-171,-2410815,-8,-7
4391006,55,2592018,181516,-1136,-1144,-169,-171,-2410502,-8,-2
4392006,55,2591703,181516,-1140,-1147,-164,-170,-2410187,-7,-6
4393256,55,2591310,181516,-1145,-1151,-169,-170,-2409794,-6,-1
4394006,55,2591073,181516,-1147,-1153,-176,-170,-2409557,-6,6
4395255,55,2590678,181516,-1149,-1157,-166,-171,-2409162,-8,-5
4396006,55,2590441,181516,-1151,-1159,-171,-171,-2408925,-8,0
4397256,55,2590045,181516,-1155,-1163,-169,-171,-2408529,-8,-2
4398006,55,2589806,181516,-1156,-1165,-172,-171,-2408290,-9,1
4399006,55,2589487,181516,-1159,-1168,-170,-171,-2407971,-9,-1
4400256,55,2589089,181516,-1162,-1172,-166,-172,-2407573,-10,-6
4401256,55,2588769,181516,-1164,-1175,-167,-172,-2407253,-11,-5
4402006,55,2588528,181516,-1167,-1177,-165,-172,-2407012,-10,-7
4403006,55,2588205,181516,-1170,-1180,-176,-172,-2406689,-10,4
4404256,55,2587801,181516,-1174,-1184,-176,-172,-2406285,-10,4
4405256,55,2587478,181516,-1177,-1187,-166,-172,-2405962,-10,-6
4406006,55,2587234,181516,-1179,-1189,-171,-172,-2405718,-10,-1
4407006,55,2586910,181516,-1182,-1192,-170,-172,-2405394,-10,-2
4408006,55,2586585,181516,-1184,-1195,-171,-172,-2405069,-11,-1
4409256,55,2586177,181516,-1187,-1199,-170,-172,-2404661,-12,-2
4410006,55,2585932,181516,-1189,-1201,-172,-173,-2404416,-12,-1
4411005,55,2585605,181516,-1191,-1204,-169,-173,-2404089,-13,-4
4412256,55,2585196,181516,-1193,-1207,-170,-173,-2403680,-14,-3
4413256,55,2584867,181516,-1196,-1211,-172,-174,-2403351,-15,-2
4414006,55,2584620,181516,-1198,-1213,-172,-174,-2403104,-15,-2
4415006,55,2584289,181516,-1201,-1216,-174,-174,-2402773,-15,0
4416256,55,2583876,181516,-1204,-1219,-175,-174,-2402360,-15,1
4417256,55,2583544,181516,-1208,-1223,-166,-174,-2402028,-15,-8
4418006,55,2583294,181516,-1210,-1225,-175,-174,-2401778,-15,1
4419256,55,2582960,181516,-1213,-1228,-167,-174,-2401444,-15,-7
4420256,55,2582543,181516,-1216,-1231,-166,-174,-2401027,-15,-8
4421256,55,2582208,181516,-1218,-1235,-175,-175,-2400692,-17,0
4422006,55,2581957,181516,-1220,-1237,-171,-175,-2400441,-17,-4
4423006,55,2581621,181516,-1222,-1240,-179,-175,-2400105,-18,4
4424256,55,2581200,181516,-1226,-1243,-176,-175,-2399684,-17,1
4425256,55,2580863,181516,-1228,-1247,-170,-176,-2399347,-19,-6
4426006,55,2580609,181516,-1230,-1249,-174,-176,-2399093,-19,-2
4427256,55,2580185,181516,-1234,-1253,-170,-176,-2398669,-19,-6
4428256,55,2579843,181516,-1238,-1255,-170,-176,-2398327,-17,-6
4429256,55,2579502,181516,-1241,-1259,-177,-176,-2397986,-18,1
4430006,55,2579245,181516,-1244,-1261,-166,-176,-2397729,-17,-10
4431006,55,2578902,181516,-1247,-1264,-177,-176,-2397386,-17,1
4432256,55,2578471,181516,-1251,-1267,-176,-176,-2396955,-16,0
4433256,55,2578126,181516,-1254,-1271,-172,-176,-2396610,-17,-4
4434006,55,2577868,181516,-1256,-1273,-180,-176,-2396352,-17,4
4435256,55,2577522,181516,-1258,-1276,-171,-176,-2396006,-18,-5
4436256,55,2577088,181516,-1263,-1280,-167,-176,-2395572,-17,-9
4437256,55,2576741,181516,-1265,-1283,-179,-176,-2395225,-18,3
4438006,55,2576478,181516,-1268,-1285,-172,-176,-2394962,-17,-4
4439006,55,2576128,181516,-1272,-1288,-175,-176,-2394612,-16,-1
4440256,55,2575690,181516,-1275,-1292,-172,-176,-2394174,-17,-4
4441006,55,2575426,181516,-1278,-1294,-170,-176,-2393910,-16,-6
4442006,55,2575073,181516,-1282,-1297,-181,-176,-2393557,-15,5
4443006,55,2574719,181516,-1286,-1300,-177,-176,-2393203,-14,1
4444256,55,2574277,181516,-1289,-1304,-170,-176,-2392761,-15,-6
4445006,55,2574011,181516,-1291,-1306,-179,-176,-2392495,-15,3
4446006,55,2573655,181516,-1294,-1309,-172,-176,-2392139,-15,-4
4447006,55,2573300,181516,-1296,-1312,-174,-177,-2391784,-16,-3
4448256,55,2572853,181516,-1299,-1316,-177,-177,-2391337,-17,0
4449006,55,2572587,181516,-1300,-1318,-174,-177,-2391071,-18,-3
4450006,55,2572227,181516,-1304,-1321,-175,-177,-2390711,-17,-2
4451256,55,2571779,181516,-1307,-1325,-181,-178,-2390263,-18,3
4452256,55,2571417,181516,-1311,-1328,-180,-177,-2389901,-17,3
4453006,55,2571146,181516,-1314,-1330,-174,-177,-2389630,-16,-3
4454006,55,2570784,181516,-1317,-1333,-180,-177,-2389268,-16,3
4455006,55,2570420,181516,-1320,-1336,-170,-177,-2388904,-16,-7
4456256,55,2569967,181516,-1323,-1340,-169,-178,-2388451,-17,-9
4457006,55,2569694,181516,-1325,-1342,-181,-178,-2388178,-17,3
4458006,55,2569330,181516,-1327,-1345,-174,-178,-2387814,-18,-4
4459006,55,2568965,181516,-1329,-1348,-175,-178,-2387449,-19,-3
4460256,55,2568508,181516,-1332,-1352,-179,-179,-2386992,-20,0
4461006,55,2568232,181516,-1335,-1354,-181,-179,-2386716,-19,2
4462006,55,2567864,181516,-1338,-1357,-177,-179,-2386348,-19,-2
4463256,55,2567497,181516,-1340,-1360,-174,-179,-2385981,-20,-5
4464256,55,2567034,181516,-1345,-1364,-179,-179,-2385518,-19,0
4465006,55,2566757,181516,-1347,-1366,-174,-179,-2385241,-19,-5
4466006,55,2566385,181516,-1350,-1369,-177,-179,-2384869,-19,-2
4467006,55,2566013,181516,-1353,-1372,-172,-179,-2384497,-19,-7
4468256,55,2565547,181516,-1357,-1376,-172,-179,-2384031,-19,-7
4469006,55,2565268,181516,-1359,-1378,-184,-180,-2383752,-19,4
4470006,55,2564894,181516,-1361,-1381,-185,-180,-2383378,-20,5
4471006,55,2564519,181516,-1364,-1384,-174,-180,-2383003,-20,-6
4472256,55,2564050,181516,-1367,-1388,-179,-180,-2382534,-21,-1
4473006,55,2563767,181516,-1370,-1390,-177,-180,-2382251,-20,-3
4474006,55,2563390,181516,-1373,-1393,-179,-180,-2381874,-20,-1
4475256,55,2562915,181516,-1379,-1397,-177,-180,-2381399,-18,-3
4476256,55,2562534,181516,-1382,-1400,-179,-180,-2381018,-18,-1
4477006,55,2562248,181516,-1386,-1402,-171,-180,-2380732,-16,-9
4478006,55,2561866,181516,-1389,-1405,-175,-180,-2380350,-16,-5
4479256,55,2561386,181516,-1394,-1409,-176,-179,-2379870,-15,-3
4480006,55,2561100,181516,-1395,-1411,-172,-180,-2379584,-16,-8
4481256,55,2560619,181516,-1399,-1415,-169,-180,-2379103,-16,-11
4482006,55,2560331,181516,-1401,-1417,-182,-180,-2378815,-16,2
4483256,55,2559848,181516,-1405,-1421,-185,-180,-2378332,-16,5
4484256,55,2559556,181516,-1408,-1423,-174,-180,-2378040,-15,-6
4485006,55,2559170,181516,-1410,-1426,-175,-180,-2377654,-16,-5
4486006,55,2558780,181516,-1415,-1429,-184,-180,-2377264,-14,4
4487256,55,2558292,181516,-1420,-1433,-175,-179,-2376776,-13,-4
4488256,55,2557900,181516,-1424,-1436,-180,-179,-2376384,-12,1
4489006,55,2557606,181516,-1426,-1438,-174,-179,-2376090,-12,-5
4490006,55,2557213,181516,-1429,-1441,-177,-179,-2375697,-12,-2
4491256,55,2556723,181516,-1432,-1445,-175,-180,-2375207,-13,-5
4492256,55,2556328,181516,-1434,-1448,-176,-180,-2374812,-14,-4
4493006,55,2556034,181516,-1436,-1450,-180,-180,-2374518,-14,0
4494006,55,2555638,181516,-1439,-1453,-174,-180,-2374122,-14,-6
4495256,55,2555142,181516,-1443,-1457,-175,-180,-2373626,-14,-5
4496256,55,2554745,181516,-1446,-1460,-175,-180,-2373229,-14,-5
4497006,55,2554446,181516,-1449,-1462,-179,-180,-2372930,-13,-1
4498006,55,2554046,181516,-1452,-1465,-170,-180,-2372530,-13,-10
4499256,55,2553546,181516,-1457,-1469,-169,-180,-2372030,-12,-11
4500006,55,2553246,181516,-1458,-1471,-182,-180,-2371730,-13,2
4501006,55,2552845,181516,-1461,-1474,-179,-180,-2371329,-13,-1
4502006,55,2552444,181516,-1463,-1477,-170,-181,-2370928,-14,-11
4503256,55,2551941,181516,-1466,-1481,-184,-181,-2370425,-15,3
4504006,55,2551639,181516,-1467,-1483,-188,-181,-2370123,-16,7
4505006,55,2551236,181516,-1470,-1486,-176,-181,-2369720,-16,-5
4506006,55,2550831,181516,-1473,-1489,-172,-182,-2369315,-16,-10
4507256,55,2550324,181516,-1477,-1493,-184,-182,-2368808,-16,2
4508256,55,2549916,181516,-1480,-1496,-179,-182,-2368400,-16,-3
4509006,55,2549610,181516,-1483,-1498,-172,-181,-2368094,-15,-9
4510006,55,2549203,181516,-1486,-1501,-174,-182,-2367687,-15,-8
4511255,55,2548690,181516,-1490,-1505,-180,-181,-2367174,-15,-1
4512006,55,2548384,181516,-1491,-1507,-182,-182,-2366868,-16,0
4513006,55,2547974,181516,-1494,-1510,-179,-182,-2366458,-16,-3
4514006,55,2547563,181516,-1496,-1513,-177,-182,-2366047,-17,-5
4515256,55,2547048,181516,-1500,-1517,-176,-182,-2365532,-17,-6
4516256,55,2546636,181516,-1502,-1519,-185,-183,-2365120,-17,2
4517006,55,2546325,181516,-1506,-1522,-179,-182,-2364809,-16,-3
4518256,55,2545804,181516,-1511,-1526,-177,-182,-2364288,-15,-5
4519006,55,2545492,181516,-1514,-1528,-180,-182,-2363976,-14,-2
4520256,55,2544970,181516,-1519,-1532,-185,-182,-2363454,-13,3
4521006,55,2544655,181516,-1522,-1534,-179,-181,-2363139,-12,-2
4522006,55,2544237,181516,-1524,-1537,-176,-182,-2362721,-13,-6
4523006,55,2543818,181516,-1527,-1540,-180,-182,-2362302,-13,-2
4524256,55,2543293,181516,-1530,-1544,-180,-182,-2361777,-14,-2
4525006,55,2542978,181516,-1532,-1546,-181,-182,-2361462,-14,-1
4526006,55,2542557,181516,-1535,-1549,-174,-182,-2361041,-14,-8
4527006,55,2542133,181516,-1539,-1552,-181,-182,-2360617,-13,-1
4528256,55,2541602,181516,-1543,-1556,-176,-182,-2360086,-13,-6
4529006,55,2541283,181516,-1546,-1558,-177,-182,-2359767,-12,-5
4530006,55,2540858,181516,-1550,-1561,-179,-182,-2359342,-11,-3
4531006,55,2540430,181516,-1553,-1564,-179,-182,-2358914,-11,-3
4532256,55,2539898,181516,-1556,-1568,-176,-182,-2358382,-12,-6
4533006,55,2539577,181516,-1557,-1570,-181,-182,-2358061,-13,-1
4534006,55,2539150,181516,-1559,-1573,-182,-183,-2357634,-14,-1
4535256,55,2538615,181516,-1562,-1577,-180,-183,-2357099,-15,-3
4536256,55,2538185,181516,-1565,-1580,-177,-183,-2356669,-15,-6
4537006,55,2537862,181516,-1567,-1582,-182,-183,-2356346,-15,-1
4538006,55,2537431,181516,-1571,-1585,-188,-183,-2355915,-14,5
4539006,55,2536998,181516,-1574,-1588,-184,-183,-2355482,-14,1
4540256,55,2536457,181516,-1577,-1592,-179,-183,-2354941,-15,-4
4541006,55,2536132,181516,-1580,-1594,-171,-183,-2354616,-14,-12
4542006,55,2535698,181516,-1581,-1597,-189,-184,-2354182,-16,5
4543006,55,2535264,181516,-1584,-1600,-190,-184,-2353748,-16,6
4544256,55,2534721,181516,-1586,-1604,-182,-185,-2353205,-18,-3
4545006,55,2534395,181516,-1587,-1606,-172,-185,-2352879,-19,-13
4546006,55,2533958,181516,-1590,-1609,-186,-185,-2352442,-19,1
4547006,55,2533521,181516,-1593,-1612,-186,-185,-2352005,-19,1
4548256,55,2532972,181516,-1597,-1616,-181,-185,-2351456,-19,-4
4549006,55,2532641,181516,-1600,-1618,-190,-185,-2351125,-18,5
4550006,55,2532200,181516,-1605,-1621,-185,-185,-2350684,-16,0
4551006,55,2531760,181516,-1607,-1624,-185,-185,-2350244,-17,0
4552256,55,2531208,181516,-1610,-1628,-185,-185,-2349692,-18,0
4553006,55,2530876,181516,-1612,-1630,-188,-186,-2349360,-18,2
4554006,55,2530433,181516,-1614,-1633,-185,-186,-2348917,-19,-1
4555006,55,2529990,181516,-1617,-1636,-180,-186,-2348474,-19,-6
4556256,55,2529433,181516,-1621,-1640,-180,-186,-2347917,-19,-6
4557256,55,2528986,181516,-1626,-1643,-186,-186,-2347470,-17,0
4558006,55,2528650,181516,-1628,-1645,-190,-186,-2347134,-17,4
4559006,55,2528200,181516,-1633,-1648,-182,-185,-2346684,-15,-3
4560256,55,2527638,181516,-1637,-1652,-190,-185,-2346122,-15,5
4561006,55,2527300,181516,-1640,-1654,-181,-185,-2345784,-14,-4
4562006,55,2526850,181516,-1642,-1657,-185,-185,-2345334,-15,0
4563256,55,2526286,181516,-1645,-1661,-177,-186,-2344770,-16,-9
4564256,55,2525834,181516,-1647,-1664,-190,-186,-2344318,-17,4
4565006,55,2525495,181516,-1650,-1666,-185,-186,-2343979,-16,-1
4566006,55,2525041,181516,-1652,-1669,-170,-186,-2343525,-17,-16
4567006,55,2524585,181516,-1657,-1672,-177,-186,-2343069,-15,-9
4568256,55,2524014,181516,-1661,-1676,-179,-186,-2342498,-15,-7
4569006,55,2523672,181516,-1664,-1678,-184,-186,-2342156,-14,-2
4570006,55,2523215,181516,-1666,-1681,-185,-186,-2341699,-15,-1
4571256,55,2522643,181516,-1669,-1684,-190,-186,-2341127,-15,4
4572256,55,2522185,181516,-1671,-1688,-186,-187,-2340669,-17,-1
4573006,55,2521842,181516,-1672,-1690,-180,-187,-2340326,-18,-7
4574006,55,2521382,181516,-1675,-1693,-177,-187,-2339866,-18,-10
4575256,55,2520807,181516,-1678,-1697,-177,-188,-2339291,-19,-11
4576506,55,2520229,181516,-1682,-1701,-188,-188,-2338713,-19,0
4577006,55,2519999,181516,-1684,-1702,-181,-188,-2338483,-18,-7
4578006,55,2519535,181516,-1687,-1705,-181,-188,-2338019,-18,-7
4579006,55,2519071,181516,-1690,-1708,-182,-188,-2337555,-18,-6
4580256,55,2518490,181516,-1693,-1712,-179,-188,-2336974,-19,-9
4581006,55,2518142,181516,-1694,-1714,-184,-188,-2336626,-20,-4
4582006,55,2517678,181516,-1697,-1717,-190,-189,-2336162,-20,1
4583256,55,2517095,181516,-1699,-1721,-181,-189,-2335579,-22,-8
4584256,55,2516628,181516,-1702,-1724,-189,-189,-2335112,-22,0
4585006,55,2516277,181516,-1705,-1726,-186,-189,-2334761,-21,-3
4586256,55,2515689,181516,-1710,-1730,-186,-189,-2334173,-20,-3
4587006,55,2515337,181516,-1712,-1732,-185,-189,-2333821,-20,-4
4588256,55,2514748,181516,-1716,-1736,-180,-189,-2333232,-20,-9
4589006,55,2514395,181516,-1718,-1738,-193,-189,-2332879,-20,4
4590006,55,2513923,181516,-1721,-1741,-184,-189,-2332407,-20,-5
4591006,55,2513450,181516,-1723,-1744,-188,-190,-2331934,-21,-2
4592256,55,2512857,181516,-1727,-1748,-189,-190,-2331341,-21,-1
4593006,55,2512501,181516,-1730,-1750,-186,-190,-2330985,-20,-4
4594006,55,2512025,181516,-1734,-1753,-184,-190,-2330509,-19,-6
4595006,55,2511546,181516,-1738,-1756,-182,-189,-2330030,-18,-7
4596256,55,2510948,181516,-1743,-1760,-185,-189,-2329432,-17,-4
4597006,55,2510588,181516,-1745,-1762,-191,-189,-2329072,-17,2
4598006,55,2510109,181516,-1748,-1765,-190,-189,-2328593,-17,1
4599006,55,2509628,181516,-1751,-1768,-191,-189,-2328112,-17,2
4600256,55,2509027,181516,-1754,-1772,-194,-190,-2327511,-18,4
4601006,55,2508666,181516,-1756,-1774,-181,-190,-2327150,-18,-9
4602006,55,2508183,181516,-1759,-1777,-180,-190,-2326667,-18,-10
4603006,55,2507699,181516,-1762,-1780,-188,-190,-2326183,-18,-2
4604256,55,2507093,181516,-1766,-1784,-185,-190,-2325577,-18,-5
4605006,55,2506728,181516,-1769,-1786,-189,-190,-2325212,-17,-1
4606006,55,2506243,181516,-1772,-1789,-189,-190,-2324727,-17,-1
4607006,55,2505755,181516,-1775,-1792,-193,-190,-2324239,-17,3
4608006,55,2505269,181516,-1776,-1795,-184,-191,-2323753,-19,-7
4609256,55,2504660,181516,-1779,-1799,-189,-191,-2323144,-20,-2
4610006,55,2504292,181516,-1781,-1801,-188,-191,-2322776,-20,-3
4611006,55,2503804,181516,-1784,-1804,-186,-191,-2322288,-20,-5
4612006,55,2503313,181516,-1787,-1807,-177,-191,-2321797,-20,-14
4613256,55,2502698,181516,-1791,-1811,-186,-191,-2321182,-20,-5
4614006,55,2502329,181516,-1794,-1813,-196,-191,-2320813,-19,5
4615006,55,2501836,181516,-1796,-1816,-191,-192,-2320320,-20,-1
4616006,55,2501343,181516,-1799,-1819,-203,-192,-2319827,-20,11
4617256,55,2500727,181516,-1801,-1823,-188,-192,-2319211,-22,-4
4618256,55,2500357,181516,-1803,-1825,-184,-193,-2318841,-22,-9
4619006,55,2499860,181516,-1806,-1828,-194,-193,-2318344,-22,1
4620006,55,2499364,181516,-1809,-1831,-193,-193,-2317848,-22,0
4621256,55,2498741,181516,-1813,-1835,-189,-193,-2317225,-22,-4
4622256,55,2498241,181516,-1818,-1838,-190,-192,-2316725,-20,-2
4623006,55,2497866,181516,-1820,-1840,-188,-192,-2316350,-20,-4
4624006,55,2497366,181516,-1824,-1843,-191,-192,-2315850,-19,-1
4625256,55,2496739,181516,-1828,-1847,-185,-192,-2315223,-19,-7
4626256,55,2496237,181516,-1830,-1850,-190,-193,-2314721,-20,-3
4627006,55,2495859,181516,-1833,-1852,-201,-193,-2314343,-19,8
4628006,55,2495356,181516,-1836,-1855,-195,-193,-2313840,-19,2
4629256,55,2494723,181516,-1841,-1859,-194,-192,-2313207,-18,2
4630006,55,2494342,181516,-1845,-1861,-193,-192,-2312826,-16,1
4631256,55,2493708,181516,-1849,-1865,-188,-192,-2312192,-16,-4
4632006,55,2493326,181516,-1852,-1867,-189,-192,-2311810,-15,-3
4633006,55,2492817,181516,-1855,-1870,-194,-192,-2311301,-15,2
4634256,55,2492180,181516,-1858,-1874,-190,-192,-2310664,-16,-2
4635006,55,2491797,181516,-1860,-1876,-182,-192,-2310281,-16,-10
4636006,55,2491287,181516,-1862,-1879,-186,-193,-2309771,-17,-7
4637006,55,2490774,181516,-1866,-1882,-182,-192,-2309258,-16,-10
4638256,55,2490134,181516,-1870,-1886,-184,-193,-2308618,-16,-9
4639256,55,2489747,181516,-1873,-1888,-194,-193,-2308231,-15,1
4640006,55,2489233,181516,-1876,-1891,-191,-193,-2307717,-15,-2
4641006,55,2488719,181516,-1878,-1894,-198,-193,-2307203,-16,5
4642256,55,2488075,181516,-1880,-1898,-188,-193,-2306559,-18,-5
4643006,55,2487687,181516,-1882,-1900,-196,-194,-2306171,-18,2
4644006,55,2487172,181516,-1883,-1903,-186,-194,-2305656,-20,-8
4645006,55,2486655,181516,-1886,-1906,-198,-194,-2305139,-20,4
4646255,55,2486006,181516,-1891,-1910,-196,-194,-2304490,-19,2
4647006,55,2485617,181516,-1892,-1912,-189,-194,-2304101,-20,-5
4648006,55,2485097,181516,-1895,-1915,-195,-195,-2303581,-20,0
4649256,55,2484446,181516,-1898,-1918,-190,-195,-2302930,-20,-5
4650256,55,2483927,181516,-1900,-1922,-188,-195,-2302411,-22,-7
4651006,55,2483535,181516,-1902,-1924,-194,-195,-2302019,-22,-1
4652006,55,2483013,181516,-1905,-1927,-194,-196,-2301497,-22,-2
4653006,55,2482489,181516,-1908,-1930,-186,-196,-2300973,-22,-10
4654256,55,2481833,181516,-1912,-1934,-190,-196,-2300317,-22,-6
4655006,55,2481439,181516,-1915,-1936,-194,-196,-2299923,-21,-2
4656006,55,2480913,181516,-1918,-1939,-191,-196,-2299397,-21,-5
4657006,55,2480385,181516,-1922,-1942,-182,-196,-2298869,-20,-14
4658256,55,2479725,181516,-1925,-1946,-190,-196,-2298209,-21,-6
4659006,55,2479328,181516,-1928,-1948,-196,-196,-2297812,-20,0
4660006,55,2478799,181516,-1931,-1951,-189,-196,-2297283,-20,-7
4661006,55,2478268,181516,-1934,-1954,-195,-196,-2296752,-20,-1
4662256,55,2477602,181516,-1939,-1958,-188,-196,-2296086,-19,-8
4663006,55,2477202,181516,-1941,-1960,-189,-196,-2295686,-19,-7
4664006,55,2476669,181516,-1945,-1963,-203,-196,-2295153,-18,7
4665256,55,2476001,181516,-1949,-1967,-189,-196,-2294485,-18,-7
4666256,55,2475465,181516,-1951,-1970,-189,-196,-2293949,-19,-7
4667256,55,2474930,181516,-1954,-1973,-189,-196,-2293414,-19,-7
4668256,55,2474393,181516,-1956,-1976,-189,-197,-2292877,-20,-8
4669006,55,2473990,181516,-1958,-1978,-200,-197,-2292474,-20,3
4670006,55,2473452,181516,-1961,-1981,-204,-197,-2291936,-20,7
4671256,55,2472779,181516,-1965,-1985,-200,-197,-2291263,-20,3
4672006,55,2472376,181516,-1967,-1987,-198,-197,-2290860,-20,1
4673256,55,2471835,181516,-1969,-1990,-205,-197,-2290319,-21,8
4674006,55,2471295,181516,-1972,-1993,-206,-197,-2289779,-21,9
4675256,55,2470619,181516,-1974,-1997,-189,-198,-2289103,-23,-9
4676006,55,2470213,181516,-1976,-1999,-211,-198,-2288697,-23,13
4677006,55,2469669,181516,-1979,-2002,-209,-198,-2288153,-23,11
4678256,55,2468990,181516,-1983,-2006,-195,-199,-2287474,-23,-4
4679006,55,2468582,181516,-1985,-2008,-200,-199,-2287066,-23,1
4680006,55,2468039,181516,-1987,-2011,-204,-199,-2286523,-24,5
4681006,55,2467494,181516,-1989,-2014,-193,-199,-2285978,-25,-6
4682256,55,2466811,181516,-1992,-2018,-204,-200,-2285295,-26,4
4683006,55,2466400,181516,-1995,-2020,-205,-200,-2284884,-25,5
4684006,55,2465853,181516,-1997,-2023,-200,-200,-2284337,-26,0
4685006,55,2465303,181516,-2001,-2026,-204,-200,-2283787,-25,4
4686256,55,2464616,181516,-2005,-2030,-208,-200,-2283100,-25,8
4687256,55,2464065,181516,-2008,-2033,-194,-200,-2282549,-25,-6
4688006,55,2463651,181516,-2011,-2035,-204,-200,-2282135,-24,4
4689256,55,2462960,181516,-2015,-2039,-199,-200,-2281444,-24,-1
4690006,55,2462545,181516,-2018,-2041,-203,-200,-2281029,-23,3
4691006,55,2461989,181516,-2022,-2044,-205,-200,-2280473,-22,5
4692256,55,2461433,181516,-2026,-2047,-208,-200,-2279917,-21,8
4693256,55,2460737,181516,-2030,-2051,-191,-200,-2279221,-21,-9
4694256,55,2460180,181516,-2033,-2054,-198,-200,-2278664,-21,-2
4695256,55,2459761,181516,-2035,-2056,-195,-200,-2278245,-21,-5
4696006,55,2459201,181516,-2038,-2059,-191,-200,-2277685,-21,-9
4697256,55,2458502,181516,-2042,-2063,-188,-200,-2276986,-21,-12
4698256,55,2457941,181516,-2045,-2066,-191,-200,-2276425,-21,-9
4699256,55,2457520,181516,-2047,-2068,-195,-200,-2276004,-21,-5
4700006,55,2456959,181516,-2050,-2071,-205,-200,-2275443,-21,5
4701256,55,2456253,181516,-2054,-2075,-193,-200,-2274737,-21,-7
4702256,55,2455691,181516,-2057,-2078,-191,-201,-2274175,-21,-10
4703006,55,2455268,181516,-2058,-2080,-194,-201,-2273752,-22,-7
4704256,55,2454561,181516,-2061,-2084,-193,-201,-2273045,-23,-8
4705006,55,2454137,181516,-2063,-2086,-191,-201,-2272621,-23,-10
4706256,55,2453429,181516,-2066,-2090,-204,-202,-2271913,-24,2
4707006,55,2453002,181516,-2069,-2092,-194,-202,-2271486,-23,-8
4708256,55,2452292,181516,-2073,-2096,-203,-202,-2270776,-23,1
4709006,55,2451866,181516,-2074,-2098,-203,-202,-2270350,-24,1
4710006,55,2451297,181516,-2077,-2101,-195,-202,-2269781,-24,-7
4711006,55,2450727,181516,-2080,-2104,-201,-202,-2269211,-24,-1
4712256,55,2450012,181516,-2083,-2108,-205,-203,-2268496,-25,2
4713006,55,2449584,181516,-2086,-2110,-195,-203,-2268068,-24,-8
4714256,55,2448866,181516,-2091,-2113,-206,-203,-2267350,-22,3
4715256,55,2448290,181516,-2095,-2117,-208,-202,-2266774,-22,6
4716006,55,2447859,181516,-2097,-2119,-200,-202,-2266343,-22,-2
4717256,55,2447138,181516,-2102,-2123,-204,-202,-2265622,-21,2
4718256,55,2446560,181516,-2105,-2126,-201,-202,-2265044,-21,-1
4719006,55,2446127,181516,-2107,-2128,-203,-202,-2264611,-21,1
4720006,55,2445546,181516,-2113,-2131,-209,-202,-2264030,-18,7
